User ID;Age;Age Segmentation;Country;Streaming Platform;Top Genre;Minutes Streamed Per Day;Number of Songs Liked;Most Played Artist;Subscription Type;Listening Time (Morning/Afternoon/Night);Discover Weekly Engagement (%);Repeat Song Rate (%)
U2230;24;13-24;South Korea;Deezer;Metal;400;167;Bad Bunny;Free;Night;17,32;22,94
U2231;22;13-24;Brazil;Tidal;Metal;228;469;Billie Eilish;Free;Night;67,96;55,81
U2232;18;13-24;UK;Spotify;Metal;585;62;Billie Eilish;Premium;Morning;77,29;59,48
U2233;33;25-36;UK;Amazon Music;Classical;543;425;Adele;Premium;Afternoon;22,30;67,15
U2234;34;25-36;Brazil;Apple Music;EDM;125;39;The Weeknd;Premium;Morning;44,42;24,18
U2235;34;25-36;Australia;Spotify;Pop;325;298;Adele;Premium;Morning;47,10;53,09
U2236;41;37-48;India;Spotify;Reggae;567;102;Ed Sheeran;Free;Night;34,55;16,06
U2237;14;13-24;Australia;Apple Music;Pop;418;471;Dua Lipa;Free;Afternoon;43,77;72,51
U2238;57;49-60;South Korea;Tidal;Classical;168;90;Adele;Premium;Morning;24,16;34,12
U2239;32;25-36;South Korea;YouTube;R&B;418;183;Post Malone;Premium;Night;29,81;76,54
U2240;14;13-24;India;Spotify;R&B;71;20;Post Malone;Free;Morning;48,54;57,76
U2241;36;25-36;India;Amazon Music;EDM;29;367;Ed Sheeran;Premium;Afternoon;66,26;10,38
U2242;25;25-36;France;Tidal;Hip-Hop;154;376;Taylor Swift;Premium;Morning;34,31;17,51
U2243;21;13-24;UK;Apple Music;Country;80;396;Bad Bunny;Premium;Morning;55,70;46,86
U2244;60;49-60;South Korea;Deezer;Rock;380;185;The Weeknd;Free;Afternoon;57,05;9,25
U2245;28;25-36;India;Tidal;Jazz;92;206;Drake;Premium;Night;14,95;36,02
U2246;20;13-24;Brazil;Spotify;Rock;491;174;Ed Sheeran;Free;Morning;40,14;37,02
U2247;21;13-24;Germany;YouTube;Metal;189;129;Ed Sheeran;Premium;Morning;48,31;45,53
U2248;27;25-36;Canada;YouTube;Rock;369;136;Adele;Premium;Morning;75,96;33,83
U2249;37;37-48;Germany;Spotify;Jazz;83;135;Post Malone;Premium;Afternoon;75,27;60,10
U2250;60;49-60;Australia;YouTube;Jazz;536;270;BTS;Premium;Afternoon;10,92;54,49
U2251;44;37-48;USA;Spotify;Reggae;182;162;The Weeknd;Premium;Afternoon;85,26;49,55
U2252;40;37-48;Canada;Tidal;EDM;266;145;Ed Sheeran;Premium;Night;22,33;22,21
U2253;41;37-48;Australia;YouTube;EDM;500;470;Taylor Swift;Premium;Night;22,11;46,57
U2254;33;25-36;India;Deezer;Rock;203;446;Billie Eilish;Free;Afternoon;19,80;50,58
U2255;33;25-36;Australia;Apple Music;Reggae;56;8;Ed Sheeran;Free;Night;68,32;32,55
U2256;52;49-60;Germany;Amazon Music;Pop;391;77;Bad Bunny;Free;Morning;38,79;73,26
U2257;22;13-24;UK;Amazon Music;Pop;237;345;Post Malone;Premium;Afternoon;80,40;16,86
U2258;51;49-60;UK;Deezer;Metal;252;70;Billie Eilish;Premium;Morning;66,85;64,56
U2259;36;25-36;India;Deezer;R&B;384;97;Bad Bunny;Premium;Night;25,39;39,50
U2260;31;25-36;Germany;Tidal;Rock;224;480;Ed Sheeran;Premium;Afternoon;49,40;79,64
U2261;59;49-60;Australia;Tidal;R&B;105;369;Bad Bunny;Premium;Morning;81,06;74,26
U2262;57;49-60;UK;YouTube;R&B;317;271;Dua Lipa;Free;Night;18,95;36,80
U2263;43;37-48;Canada;YouTube;Pop;110;379;Drake;Premium;Morning;38,58;38,17
U2264;37;37-48;Canada;Apple Music;EDM;528;135;Adele;Premium;Afternoon;47,67;64,55
U2265;52;49-60;India;Spotify;Metal;333;12;Taylor Swift;Free;Afternoon;56,48;75,85
U2266;58;49-60;Japan;Amazon Music;Jazz;118;180;BTS;Free;Night;49,58;51,35
U2267;54;49-60;France;Apple Music;Country;377;404;Adele;Free;Night;62,71;45,62
U2268;27;25-36;Brazil;Spotify;Rock;429;456;Taylor Swift;Free;Afternoon;24,94;72,43
U2269;53;49-60;Canada;YouTube;Reggae;419;311;Adele;Free;Night;19,40;52,66
U2270;16;13-24;Japan;YouTube;Pop;264;436;Dua Lipa;Premium;Afternoon;56,93;11,79
U2271;29;25-36;Canada;Deezer;Classical;479;32;Post Malone;Premium;Morning;69,75;60,07
U2272;31;25-36;UK;Deezer;Pop;135;53;BTS;Free;Morning;71,98;34,28
U2273;52;49-60;South Korea;Tidal;Pop;583;230;Taylor Swift;Premium;Night;33,53;15,93
U2274;41;37-48;Australia;Apple Music;R&B;569;293;Dua Lipa;Free;Morning;39,77;40,45
U2275;14;13-24;Japan;Spotify;Hip-Hop;534;141;Taylor Swift;Free;Night;21,04;58,30
U2276;59;49-60;India;YouTube;R&B;510;305;BTS;Free;Night;48,62;52,01
U2277;16;13-24;Japan;Tidal;R&B;578;123;Ed Sheeran;Premium;Night;36,65;27,58
U2278;54;49-60;France;Spotify;Rock;250;276;Dua Lipa;Premium;Night;47,72;43,81
U2279;27;25-36;USA;Spotify;Pop;522;230;Post Malone;Free;Night;19,31;57,73
U2280;39;37-48;Canada;YouTube;Pop;371;196;Drake;Premium;Afternoon;55,28;31,54
U2281;58;49-60;Japan;Spotify;Classical;531;327;Post Malone;Free;Night;65,33;46,49
U2282;35;25-36;India;Spotify;Country;583;249;Post Malone;Free;Night;31,19;13,63
U2283;41;37-48;Canada;Apple Music;EDM;568;439;Post Malone;Premium;Night;47,47;13,02
U2284;24;13-24;France;YouTube;Hip-Hop;469;223;The Weeknd;Premium;Afternoon;51,68;29,16
U2285;24;13-24;Canada;Apple Music;Rock;110;417;BTS;Free;Afternoon;19,68;70,84
U2286;15;13-24;India;Deezer;Pop;101;336;Drake;Free;Afternoon;15,00;16,96
U2287;53;49-60;South Korea;Spotify;Reggae;345;498;Post Malone;Premium;Night;34,74;19,28
U2288;43;37-48;USA;Deezer;Rock;317;424;Post Malone;Premium;Afternoon;47,78;53,08
U2289;51;49-60;Brazil;Apple Music;Jazz;80;448;Dua Lipa;Free;Afternoon;79,28;40,81
U2290;33;25-36;South Korea;Spotify;Hip-Hop;171;314;Bad Bunny;Free;Night;73,84;38,98
U2291;30;25-36;Brazil;Tidal;Metal;278;315;Ed Sheeran;Free;Night;66,96;55,59
U2292;59;49-60;Brazil;Spotify;R&B;288;125;Post Malone;Premium;Night;60,69;13,07
U2293;53;49-60;France;Apple Music;Reggae;198;135;The Weeknd;Premium;Morning;47,72;36,67
U2294;29;25-36;USA;Apple Music;Metal;190;318;Post Malone;Free;Night;86,93;70,18
U2295;21;13-24;India;Spotify;Rock;144;415;Billie Eilish;Free;Night;18,34;50,23
U2296;48;37-48;India;Tidal;Reggae;480;104;Taylor Swift;Premium;Afternoon;16,23;77,29
U2297;58;49-60;Japan;Spotify;R&B;219;67;The Weeknd;Premium;Morning;57,43;56,33
U2298;35;25-36;Australia;Tidal;EDM;457;153;Bad Bunny;Premium;Afternoon;23,18;63,48
U2299;28;25-36;Australia;Apple Music;Reggae;384;495;Adele;Free;Morning;66,86;45,88
U2300;31;25-36;India;Deezer;R&B;188;130;Bad Bunny;Premium;Night;59,24;77,17
U2301;52;49-60;UK;Deezer;Pop;558;77;Bad Bunny;Free;Night;36,50;61,94
U2302;42;37-48;South Korea;Spotify;Country;105;262;Drake;Premium;Morning;27,94;38,60
U2303;55;49-60;India;Deezer;Pop;435;423;Bad Bunny;Free;Afternoon;72,48;54,21
U2304;34;25-36;UK;Tidal;Reggae;174;401;Dua Lipa;Free;Night;66,20;79,07
U2305;34;25-36;Japan;Amazon Music;Country;253;145;Ed Sheeran;Free;Morning;44,20;45,48
U2306;35;25-36;Germany;Amazon Music;Hip-Hop;161;410;The Weeknd;Free;Afternoon;21,74;16,81
U2307;24;13-24;France;Tidal;Jazz;530;372;Drake;Premium;Afternoon;18,36;47,85
U2308;32;25-36;Japan;YouTube;Pop;380;343;BTS;Free;Morning;12,92;64,01
U2309;22;13-24;USA;Amazon Music;Hip-Hop;291;349;Adele;Free;Night;65,93;68,21
U2310;51;49-60;France;Deezer;EDM;370;153;Billie Eilish;Premium;Night;58,89;76,81
U2311;30;25-36;UK;Deezer;Reggae;12;266;Taylor Swift;Free;Night;58,15;45,46
U2312;43;37-48;Canada;Apple Music;Reggae;519;407;BTS;Premium;Night;73,04;13,44
U2313;58;49-60;France;Deezer;Hip-Hop;571;135;Adele;Premium;Night;27,39;54,96
U2314;50;49-60;USA;Amazon Music;Metal;73;488;Bad Bunny;Free;Morning;15,08;27,20
U2315;13;13-24;Germany;YouTube;Hip-Hop;130;414;Bad Bunny;Free;Morning;75,31;34,33
U2316;29;25-36;South Korea;Apple Music;R&B;233;110;The Weeknd;Premium;Morning;38,58;62,79
U2317;16;13-24;Australia;Deezer;Jazz;34;218;Drake;Premium;Morning;40,58;48,78
U2318;34;25-36;Canada;YouTube;EDM;354;473;Ed Sheeran;Free;Morning;68,47;57,52
U2319;47;37-48;Australia;Apple Music;R&B;248;153;Ed Sheeran;Premium;Night;51,52;10,03
U2320;59;49-60;South Korea;Spotify;Hip-Hop;154;1;Ed Sheeran;Premium;Night;33,24;22,03
U2321;40;37-48;Canada;Deezer;Hip-Hop;316;422;Adele;Premium;Afternoon;79,59;5,26
U2322;38;37-48;South Korea;Amazon Music;Hip-Hop;339;499;BTS;Free;Morning;52,37;48,03
U2323;38;37-48;Australia;Amazon Music;Hip-Hop;404;383;Taylor Swift;Free;Afternoon;47,08;65,39
U2324;46;37-48;UK;Spotify;Rock;553;321;Bad Bunny;Free;Night;65,48;53,69
U2325;40;37-48;Canada;Deezer;Country;548;178;Dua Lipa;Free;Afternoon;50,57;12,31
U2326;44;37-48;India;Tidal;Hip-Hop;310;178;Taylor Swift;Premium;Night;87,10;36,55
U2327;52;49-60;Canada;Tidal;EDM;352;425;The Weeknd;Premium;Night;18,79;12,61
U2328;22;13-24;UK;YouTube;Classical;147;77;Adele;Premium;Morning;48,83;32,46
U2329;58;49-60;Canada;YouTube;R&B;111;70;The Weeknd;Free;Afternoon;55,58;79,98
U2330;34;25-36;Australia;Spotify;Rock;516;432;Post Malone;Free;Morning;65,46;43,88
U2331;34;25-36;Germany;YouTube;EDM;462;377;Drake;Premium;Night;61,11;24,76
U2332;25;25-36;Brazil;Amazon Music;EDM;192;360;The Weeknd;Free;Night;17,42;18,75
U2333;45;37-48;South Korea;Tidal;Rock;243;155;Billie Eilish;Free;Morning;37,69;44,04
U2334;58;49-60;Australia;Apple Music;Jazz;141;8;Billie Eilish;Free;Afternoon;23,63;73,39
U2335;27;25-36;USA;Amazon Music;Pop;46;249;The Weeknd;Premium;Morning;13,88;74,66
U2336;42;37-48;France;Deezer;Metal;263;291;Post Malone;Premium;Afternoon;18,47;60,44
U2337;39;37-48;France;YouTube;Classical;38;96;Bad Bunny;Premium;Night;30,90;38,19
U2338;17;13-24;Japan;Amazon Music;Metal;259;455;Billie Eilish;Free;Morning;80,03;55,67
U2339;15;13-24;Australia;Tidal;Jazz;243;101;Bad Bunny;Premium;Night;60,19;58,16
U2340;19;13-24;USA;Spotify;EDM;354;434;Ed Sheeran;Free;Afternoon;47,86;73,97
U2341;42;37-48;South Korea;Spotify;Rock;365;196;The Weeknd;Premium;Afternoon;14,44;55,28
U2342;19;13-24;Australia;Spotify;Metal;593;428;Bad Bunny;Premium;Morning;57,49;27,08
U2343;56;49-60;Brazil;Apple Music;Classical;394;154;BTS;Premium;Afternoon;42,13;65,22
U2344;25;25-36;Japan;Tidal;EDM;400;417;Billie Eilish;Free;Morning;80,36;18,91
U2345;17;13-24;Canada;Spotify;Reggae;87;326;Bad Bunny;Free;Afternoon;14,18;43,84
U2346;47;37-48;Brazil;Apple Music;Pop;578;463;Taylor Swift;Free;Morning;50,40;56,02
U2347;23;13-24;Brazil;Spotify;Rock;44;113;Bad Bunny;Premium;Afternoon;77,29;69,71
U2348;41;37-48;France;Tidal;Rock;397;213;BTS;Premium;Afternoon;49,58;68,51
U2349;42;37-48;South Korea;Deezer;Rock;517;175;Bad Bunny;Premium;Afternoon;15,90;55,30
U2350;33;25-36;UK;YouTube;Country;97;52;Billie Eilish;Premium;Night;40,31;21,15
U2351;25;25-36;South Korea;Tidal;Metal;520;459;Ed Sheeran;Free;Night;40,75;51,03
U2352;54;49-60;France;Apple Music;EDM;196;481;Ed Sheeran;Premium;Afternoon;83,57;72,64
U2353;56;49-60;France;Spotify;Jazz;302;393;Drake;Free;Morning;34,43;75,56
U2354;20;13-24;Canada;Spotify;Pop;407;97;Billie Eilish;Premium;Night;70,21;56,65
U2355;20;13-24;Australia;Amazon Music;Reggae;380;298;Post Malone;Premium;Afternoon;46,50;70,20
U2356;56;49-60;Japan;Apple Music;Metal;535;392;Adele;Premium;Afternoon;81,20;53,04
U2357;14;13-24;India;Deezer;EDM;207;400;Billie Eilish;Premium;Morning;61,11;68,39
U2358;60;49-60;UK;Tidal;Hip-Hop;428;235;Bad Bunny;Free;Morning;21,66;55,90
U2359;18;13-24;South Korea;Spotify;Rock;425;492;Taylor Swift;Free;Morning;73,91;14,59
U2360;45;37-48;USA;Spotify;R&B;162;450;The Weeknd;Free;Night;58,71;35,11
U2361;16;13-24;Canada;YouTube;Reggae;269;464;Ed Sheeran;Premium;Night;55,29;51,28
U2362;17;13-24;Germany;Tidal;Rock;12;82;Bad Bunny;Free;Afternoon;57,46;64,14
U2363;19;13-24;Australia;Deezer;Rock;402;250;Taylor Swift;Premium;Night;89,04;31,49
U2364;44;37-48;Australia;Amazon Music;Rock;442;193;Ed Sheeran;Premium;Morning;38,48;52,28
U2365;30;25-36;Australia;Amazon Music;Hip-Hop;53;173;Dua Lipa;Free;Afternoon;48,44;8,81
U2366;25;25-36;South Korea;Amazon Music;Country;146;170;Taylor Swift;Free;Morning;47,31;38,91
U2367;53;49-60;Japan;Tidal;Country;142;260;Dua Lipa;Premium;Afternoon;46,91;60,81
U2368;36;25-36;USA;Deezer;Metal;388;482;Dua Lipa;Premium;Afternoon;54,76;57,28
U2369;23;13-24;India;YouTube;EDM;385;349;Post Malone;Premium;Night;37,28;38,99
U2370;53;49-60;USA;YouTube;Pop;68;256;Post Malone;Premium;Afternoon;68,83;9,49
U2371;53;49-60;Germany;Apple Music;EDM;129;473;Taylor Swift;Free;Night;78,50;50,25
U2372;27;25-36;India;YouTube;Pop;358;54;BTS;Premium;Afternoon;59,10;44,22
U2373;24;13-24;Germany;YouTube;Reggae;408;500;Post Malone;Free;Night;45,91;20,16
U2374;54;49-60;India;Tidal;R&B;149;397;Dua Lipa;Premium;Afternoon;14,90;78,70
U2375;30;25-36;Australia;Tidal;Jazz;17;36;Dua Lipa;Premium;Night;88,89;25,24
U2376;58;49-60;UK;Apple Music;Pop;352;392;Ed Sheeran;Free;Night;15,81;61,07
U2377;31;25-36;USA;Tidal;Classical;230;466;Taylor Swift;Free;Afternoon;36,45;69,16
U2378;43;37-48;Australia;YouTube;Country;600;240;Ed Sheeran;Premium;Morning;59,14;67,22
U2379;13;13-24;Germany;Amazon Music;Pop;484;61;Adele;Free;Morning;19,13;79,11
U2380;16;13-24;India;Apple Music;Classical;430;490;Adele;Premium;Morning;81,71;5,49
U2381;23;13-24;India;Deezer;Reggae;272;45;Post Malone;Free;Night;53,28;55,79
U2382;44;37-48;South Korea;Amazon Music;Hip-Hop;580;14;Adele;Free;Afternoon;25,91;18,19
U2383;49;49-60;Japan;YouTube;Jazz;67;249;Post Malone;Premium;Night;14,56;60,15
U2384;58;49-60;Brazil;Tidal;R&B;399;495;Adele;Premium;Morning;78,72;49,64
U2385;56;49-60;Brazil;Deezer;Pop;309;89;Billie Eilish;Free;Afternoon;86,54;73,09
U2386;50;49-60;Canada;Tidal;Pop;113;338;Ed Sheeran;Premium;Night;56,91;60,27
U2387;31;25-36;Germany;Amazon Music;Country;213;1;Post Malone;Premium;Afternoon;87,30;52,23
U2388;24;13-24;Canada;Amazon Music;EDM;268;238;Post Malone;Premium;Night;82,37;17,96
U2389;45;37-48;Germany;Spotify;EDM;112;22;Adele;Free;Night;63,65;38,68
U2390;31;25-36;South Korea;Amazon Music;Hip-Hop;420;175;Bad Bunny;Premium;Morning;78,04;22,00
U2391;34;25-36;France;YouTube;Classical;217;72;Billie Eilish;Premium;Night;49,71;49,76
U2392;19;13-24;India;Apple Music;Pop;139;468;Taylor Swift;Free;Morning;85,00;58,17
U2393;45;37-48;UK;YouTube;Jazz;110;162;Adele;Free;Afternoon;31,86;60,29
U2394;18;13-24;Germany;Deezer;Metal;38;16;Dua Lipa;Premium;Night;11,06;38,07
U2395;38;37-48;Canada;Apple Music;EDM;38;101;Ed Sheeran;Premium;Afternoon;16,79;47,60
U2396;55;49-60;Australia;Tidal;Classical;160;230;The Weeknd;Premium;Morning;48,59;40,22
U2397;15;13-24;Canada;Deezer;Country;563;479;Dua Lipa;Free;Afternoon;88,04;28,43
U2398;43;37-48;Canada;Deezer;Hip-Hop;545;40;BTS;Free;Afternoon;52,86;30,71
U2399;13;13-24;South Korea;Apple Music;Jazz;589;122;BTS;Free;Night;72,46;28,77
U2400;16;13-24;Brazil;Deezer;Country;256;67;Ed Sheeran;Premium;Afternoon;80,34;65,01
U2401;20;13-24;France;Apple Music;Rock;164;53;Dua Lipa;Premium;Night;35,24;33,09
U2402;25;25-36;Japan;YouTube;Rock;523;386;Ed Sheeran;Premium;Afternoon;72,96;67,27
U2403;21;13-24;USA;Tidal;EDM;312;274;BTS;Free;Night;53,90;29,94
U2404;56;49-60;USA;Spotify;Jazz;181;288;Drake;Premium;Afternoon;12,84;76,59
U2405;22;13-24;Canada;Deezer;EDM;558;389;Drake;Premium;Morning;51,79;46,40
U2406;57;49-60;Germany;Spotify;Country;143;238;Bad Bunny;Free;Night;21,39;15,73
U2407;49;49-60;South Korea;Tidal;Hip-Hop;206;202;Bad Bunny;Premium;Afternoon;76,46;30,55
U2408;51;49-60;UK;YouTube;Reggae;518;175;Ed Sheeran;Free;Morning;27,35;22,38
U2409;31;25-36;Japan;Spotify;Hip-Hop;534;425;The Weeknd;Premium;Night;43,34;39,29
U2410;38;37-48;Canada;Apple Music;EDM;334;93;Ed Sheeran;Free;Morning;60,64;45,76
U2411;53;49-60;Australia;Apple Music;Classical;482;215;The Weeknd;Free;Afternoon;73,21;6,59
U2412;23;13-24;Japan;Deezer;Classical;555;209;Drake;Premium;Night;40,88;66,50
U2413;15;13-24;South Korea;Apple Music;Metal;480;4;BTS;Premium;Morning;84,13;17,07
U2414;14;13-24;Canada;Tidal;Jazz;169;392;Post Malone;Premium;Afternoon;11,52;21,30
U2415;26;25-36;UK;Apple Music;Country;367;320;Bad Bunny;Premium;Afternoon;59,45;9,22
U2416;56;49-60;USA;Deezer;Classical;417;460;BTS;Premium;Afternoon;54,98;58,44
U2417;31;25-36;Germany;Spotify;Jazz;414;267;Post Malone;Free;Afternoon;57,32;72,28
U2418;50;49-60;Brazil;Deezer;R&B;68;297;Drake;Free;Afternoon;74,98;23,79
U2419;28;25-36;India;Tidal;Jazz;500;198;Taylor Swift;Premium;Afternoon;82,77;23,55
U2420;34;25-36;South Korea;Apple Music;R&B;196;392;Taylor Swift;Free;Morning;18,74;62,94
U2421;44;37-48;Japan;Deezer;EDM;453;382;Taylor Swift;Premium;Night;61,99;70,41
U2422;14;13-24;Japan;Spotify;Pop;362;325;The Weeknd;Free;Morning;89,09;39,86
U2423;20;13-24;USA;Apple Music;Jazz;125;1;Bad Bunny;Premium;Afternoon;49,01;15,56
U2424;52;49-60;UK;Amazon Music;Metal;393;450;The Weeknd;Premium;Afternoon;10,80;32,94
U2425;25;25-36;Germany;Apple Music;Rock;413;173;Billie Eilish;Free;Morning;38,18;11,31
U2426;42;37-48;France;Deezer;R&B;295;305;Dua Lipa;Free;Afternoon;78,50;29,77
U2427;30;25-36;USA;Deezer;Country;274;39;Post Malone;Premium;Afternoon;75,25;67,60
U2428;29;25-36;France;Deezer;Jazz;138;163;Bad Bunny;Premium;Afternoon;11,60;63,23
U2429;32;25-36;Australia;Spotify;Metal;164;316;Post Malone;Free;Night;32,50;70,12
U2430;24;13-24;Japan;Deezer;Hip-Hop;353;208;Billie Eilish;Free;Night;39,99;57,08
U2431;52;49-60;Brazil;Deezer;Jazz;287;169;The Weeknd;Free;Morning;71,09;26,84
U2432;25;25-36;Canada;Amazon Music;Metal;426;68;Adele;Free;Morning;65,98;66,12
U2433;20;13-24;Germany;Apple Music;Reggae;551;356;The Weeknd;Premium;Morning;31,66;28,11
U2434;28;25-36;Brazil;Deezer;Country;45;72;Dua Lipa;Premium;Night;17,93;60,09
U2435;55;49-60;Brazil;Amazon Music;Classical;466;39;Drake;Premium;Morning;27,16;79,30
U2436;37;37-48;Japan;Spotify;Hip-Hop;111;121;BTS;Premium;Morning;81,93;65,80
U2437;17;13-24;Canada;Apple Music;Classical;45;307;Ed Sheeran;Free;Morning;81,49;65,34
U2438;58;49-60;Australia;Deezer;Hip-Hop;62;460;Taylor Swift;Premium;Night;61,88;44,78
U2439;17;13-24;USA;Deezer;Classical;286;291;Adele;Premium;Afternoon;70,27;74,22
U2440;23;13-24;India;YouTube;Jazz;79;284;Ed Sheeran;Premium;Night;16,51;15,19
U2441;51;49-60;UK;Deezer;Hip-Hop;182;491;The Weeknd;Free;Night;13,91;51,59
U2442;20;13-24;India;Amazon Music;R&B;116;480;Billie Eilish;Free;Morning;68,43;39,56
U2443;17;13-24;USA;Spotify;EDM;69;470;Ed Sheeran;Free;Afternoon;53,04;71,08
U2444;17;13-24;Canada;YouTube;Jazz;568;39;Taylor Swift;Premium;Night;44,47;60,74
U2445;26;25-36;UK;Amazon Music;Rock;48;17;The Weeknd;Premium;Night;88,59;34,08
U2446;40;37-48;Brazil;Amazon Music;Classical;215;473;BTS;Free;Afternoon;49,72;62,51
U2447;53;49-60;South Korea;Apple Music;Classical;600;381;Taylor Swift;Premium;Afternoon;73,02;36,82
U2448;45;37-48;Australia;Apple Music;Jazz;294;371;The Weeknd;Free;Morning;59,10;15,61
U2449;33;25-36;Japan;YouTube;Jazz;30;64;Dua Lipa;Free;Morning;28,17;27,59
U2450;25;25-36;Brazil;Spotify;Rock;528;33;Post Malone;Free;Afternoon;77,52;67,97
U2451;51;49-60;India;YouTube;Country;544;483;Dua Lipa;Premium;Night;12,17;47,58
U2452;34;25-36;Japan;Apple Music;Reggae;444;481;Billie Eilish;Free;Morning;25,27;32,26
U2453;33;25-36;Australia;Spotify;Country;72;419;Ed Sheeran;Premium;Morning;25,97;10,35
U2454;19;13-24;France;Apple Music;Jazz;307;83;Ed Sheeran;Premium;Night;71,16;62,25
U2455;38;37-48;Canada;Apple Music;R&B;467;331;BTS;Free;Night;72,68;52,44
U2456;16;13-24;France;Deezer;Reggae;540;141;Bad Bunny;Free;Afternoon;51,42;40,74
U2457;17;13-24;Australia;YouTube;Country;240;71;Drake;Premium;Night;65,35;72,71
U2458;45;37-48;Australia;Apple Music;Reggae;399;46;Drake;Free;Afternoon;80,26;9,76
U2459;16;13-24;France;Spotify;Metal;64;68;BTS;Premium;Morning;22,93;61,51
U2460;16;13-24;Japan;YouTube;R&B;346;99;Dua Lipa;Free;Morning;47,05;37,27
U2461;60;49-60;Canada;Apple Music;Pop;528;213;Taylor Swift;Free;Morning;50,27;20,88
U2462;52;49-60;Germany;Tidal;Country;242;428;Drake;Premium;Afternoon;73,07;29,18
U2463;15;13-24;France;Tidal;R&B;139;149;Adele;Premium;Night;10,81;7,14
U2464;28;25-36;France;Amazon Music;Country;531;220;BTS;Free;Night;13,41;47,23
U2465;55;49-60;Canada;Spotify;Metal;78;184;Ed Sheeran;Premium;Night;87,88;16,57
U2466;45;37-48;Brazil;Amazon Music;Rock;307;32;Taylor Swift;Free;Morning;81,00;60,16
U2467;14;13-24;Germany;Spotify;Jazz;298;335;Billie Eilish;Premium;Morning;53,57;56,87
U2468;31;25-36;France;Spotify;Reggae;449;376;Post Malone;Free;Afternoon;13,05;42,62
U2469;18;13-24;India;Apple Music;Jazz;284;262;Dua Lipa;Premium;Afternoon;74,21;27,41
U2470;56;49-60;Canada;Deezer;Hip-Hop;244;453;Bad Bunny;Premium;Night;72,30;76,33
U2471;18;13-24;South Korea;YouTube;Classical;538;265;Post Malone;Free;Morning;76,40;60,97
U2472;30;25-36;Brazil;Apple Music;Classical;348;175;Post Malone;Free;Morning;33,64;34,90
U2473;38;37-48;India;Deezer;Reggae;508;374;The Weeknd;Premium;Night;57,44;38,89
U2474;21;13-24;Japan;Amazon Music;Hip-Hop;509;405;Taylor Swift;Free;Morning;33,74;65,72
U2475;19;13-24;Canada;Spotify;Metal;215;292;Post Malone;Premium;Night;26,12;71,02
U2476;45;37-48;South Korea;Amazon Music;Reggae;556;336;Adele;Premium;Night;33,32;10,08
U2477;59;49-60;UK;Apple Music;Jazz;100;424;Drake;Premium;Night;70,86;6,67
U2478;28;25-36;India;Apple Music;Jazz;216;377;Ed Sheeran;Free;Morning;31,71;60,54
U2479;30;25-36;Japan;Apple Music;Reggae;351;38;Dua Lipa;Premium;Night;46,07;54,98
U2480;15;13-24;France;Tidal;Metal;301;451;Drake;Free;Morning;37,02;27,27
U2481;37;37-48;India;Deezer;Reggae;82;364;BTS;Free;Afternoon;15,22;34,48
U2482;19;13-24;South Korea;YouTube;Rock;184;167;The Weeknd;Premium;Night;14,10;45,31
U2483;54;49-60;India;Amazon Music;Rock;576;232;Drake;Premium;Night;24,81;41,46
U2484;38;37-48;France;Amazon Music;Reggae;472;171;Post Malone;Premium;Afternoon;54,23;37,09
U2485;19;13-24;Japan;Deezer;Rock;106;273;BTS;Free;Night;76,18;54,19
U2486;16;13-24;France;Tidal;Rock;395;259;BTS;Free;Night;70,39;11,59
U2487;29;25-36;France;Deezer;Rock;458;65;The Weeknd;Premium;Night;21,00;12,80
U2488;48;37-48;India;Tidal;Pop;475;192;BTS;Premium;Night;58,58;39,31
U2489;49;49-60;Canada;Amazon Music;Classical;353;342;The Weeknd;Free;Afternoon;56,00;17,49
U2490;60;49-60;South Korea;Apple Music;Rock;259;194;Ed Sheeran;Free;Morning;37,16;47,97
U2491;56;49-60;Canada;Amazon Music;Hip-Hop;377;381;Bad Bunny;Premium;Afternoon;21,82;34,95
U2492;17;13-24;Japan;YouTube;Metal;31;308;Drake;Premium;Morning;63,07;57,28
U2493;60;49-60;Germany;Spotify;Pop;27;127;Adele;Premium;Night;16,06;51,55
U2494;26;25-36;Germany;YouTube;Rock;376;230;Ed Sheeran;Premium;Night;42,31;26,07
U2495;34;25-36;India;YouTube;Reggae;471;21;The Weeknd;Premium;Night;76,61;51,00
U2496;40;37-48;USA;Apple Music;Reggae;298;431;Drake;Premium;Night;25,47;15,16
U2497;56;49-60;Japan;YouTube;Classical;289;469;Dua Lipa;Free;Afternoon;88,22;63,51
U2498;46;37-48;France;Amazon Music;EDM;69;262;Bad Bunny;Free;Afternoon;31,72;35,27
U2499;18;13-24;France;Deezer;Hip-Hop;354;395;Billie Eilish;Free;Morning;35,65;7,75
U2500;53;49-60;USA;Amazon Music;Jazz;571;492;Taylor Swift;Premium;Morning;59,73;38,22
U2501;44;37-48;Australia;Amazon Music;Rock;568;309;Taylor Swift;Premium;Morning;54,45;37,37
U2502;42;37-48;Japan;Amazon Music;EDM;440;368;Taylor Swift;Free;Morning;57,13;44,70
U2503;23;13-24;Germany;YouTube;Classical;411;486;Adele;Premium;Afternoon;41,98;39,97
U2504;36;25-36;Japan;Apple Music;Hip-Hop;390;302;Post Malone;Free;Morning;50,34;64,20
U2505;24;13-24;Japan;Tidal;Jazz;413;399;The Weeknd;Premium;Morning;49,95;64,58
